saya tidak tahu,I don’t know,,,,,
kamu tahu,You know,,,,,
kamu tidak tahu,You don’t know,,,,,
saya mahu pergi ke,I want to go to,,,,,
saya tidak mahu pergi ke,I don’t want to go to,,,,,
kamu mahu pergi ke,You want to go to,,,,,
kamu tidak mahu pergi ke,You don’t want to go to,,,,,
saya mahu / hendak,I want,,,,,
saya tidak mahu ,I don’t want,,,,,
kamu mahu / hendak,You want,,,,,
kamu tidak mahu ,You don’t want,,,,,
dengan,with,,,,,
untuk,for,,,,,
tanpa,without,,,,,
dekat,near,,,,,
jauh dari ,far from,,,,,
kerana ,because of,,,,,
terima kasih kepada,thanks to,,,,,
kepada, to,,,,,
bertentangan,opposite,,,,,
kepunyaan,"belong to, to",,,,,
tidak,not,,,,,
di depan,in front of,,,,,
di belakang,behind,,,,,
selepas,after,,,,,
saya,me,,,,,
kamu,you,,,,,
anda semua,all of you,,,,,
dia,him/her,,,,,
kita,us,,,,,
mereka,them,,,,,
ibu bapa saya,my parents,,,,,
ibu bapa kamu,your parents,,,,,
ibu bapa dia,his/her parents,,,,,
anak saya,my children,,,,,
kakak saya,my sister,,,,,
abang saya,my brother,,,,,
isteri saya,my wife,,,,,
suami saya,my husband,,,,,
ibu saudara saya,my auntie,,,,,
bapa saudara saya,my uncle,,,,,
kawan saya,my friend,,,,,
kawan-kawan saya,my friends,,,,,
kawan-kawan kamu,your friends,,,,,
kawan-kawan dia,his/her friends,,,,,
teman lelaki saya,my boyfriend,,,,,
temen wanita saya,my girlfriend,,,,,
satu,one,,,,,
dua,two,,,,,
tiga,three,,,,,
empat,four,,,,,
lima,five,,,,,
enam,six,,,,,
tujuh,seven,,,,,
lapan,eight,,,,,
sembilan,nine,,,,,
sepuluh,ten,,,,,
sebelas,eleven,,,,,
dua belas,twelve,,,,,
tiga belas,thirteen,,,,,
empat belas,fourteen,,,,,
lima belas,fifteen,,,,,
enam belas,sixteen,,,,,
tujuh belas,seventeen,,,,,
lapan belas,eighteen,,,,,
sembilan belas,nineteen,,,,,
dua puluh,twenty,,,,,
dua puluh satu,twenty one,,,,,
dua pulu dua,twenty two,,,,,
tiga puluh,thirty,,,,,
tiga puluh lima,thirty five,,,,,
empat puluh,fourty,,,,,
empat puluh lapan,fourty eight,,,,,
lima puluh,fifty,,,,,
lima puluh sembilan,fifty nine,,,,,
enam puluh,sixty,,,,,
enam puluh tujuh,sixty seven,,,,,
tujuh puluh,seventy,,,,,
tujuh puluh enam,seventy six,,,,,
lapan puluh ,eighty,,,,,
lapan puluh tiga,eight three,,,,,
sembilan puluh,ninety,,,,,
sembilan puluh lima,ninety five,,,,,
seratus,hundred,,,,,
seribu,thousand,,,,,
sepuluh ribu,ten thousand,,,,,
seratus ribu,hundred thousand,,,,,
sejuta,one million,,,,,
tambah,add,,,,,
nasihat,advise,,,,,
jawab,answer,,,,,
susun / mengatur,arrange ,,,,,
tangkap,arrest / catch,,,,,
tiba / sampai / datang,arrive,,,,,
tanya,ask,,,,,
elak,avoid,,,,,
tawar-menawar,bargain,,,,,
cantikkan,beautify,,,,,
menjadi,become,,,,,
mula,begin,,,,,
percaya,believe,,,,,
pinjam,borrow,,,,,
tempah,book,,,,,
pecah,break,,,,,
bawa sesuatu (benda),bring something,,,,,
bawa seseorang,bring someone ,,,,,
pulangkan sesuatu,bring back something,,,,,
pulangkan seseorang,bring back someone,,,,,
hantar seseorang,send someone,,,,,
bina,build,,,,,
bakar,burn,,,,,
beli,buy,,,,,
panggil / talipon,"call, make a call",,,,,
batal,cancel,,,,,
bawa / angkat,carry,,,,,
tukar,change,,,,,
bual,chat,,,,,
pilih,choose,,,,,
bersih,clean,,,,,
panjat  / daki,climb,,,,,
tutup,close,,,,,
datang,come,,,,,
datang ke,come to ,,,,,
datang dari,come from ,,,,,
pulang,come back ,,,,,
teruskan,continue,,,,,
kawal,control,,,,,
masak,cook,,,,,
betul,correct,,,,,
biaya,cost,,,,,
kira / bilang,count ,,,,,
cipta,create,,,,,
potong,cut,,,,,
nangis,cry,,,,,
menari,dance,,,,,
memutuskan,decide ,,,,,
gambarkan,describe ,,,,,
majukan,develop,,,,,
meninggal duni / mati,die,,,,,
benci,dislike,,,,,
temui,discover,,,,,
selam,dive,,,,,
buat,do,,,,,
buat u-turn,do a u-turn,,,,,
berkebun,do gardening,,,,,
beli barang runcit,do groceries,,,,,
buat sendiri,do diy,,,,,
buat kerja rumah sekolah,do homework,,,,,
buat kerja rumah ,do housework,,,,,
ambil foto/gambar,do photography,,,,,
berlakon,do some acting,,,,,
pergi beli belah,do some shopping,,,,,
buat terbaik,do the best,,,,,
cuci pinggan,do the dishes,,,,,
cuci baju,do the laundry,,,,,
buat senaman / bersukan,do some sport,,,,,
pergi jogging,go jogging,,,,,
pindah data,download,,,,,
lukis,draw,,,,,
minum,drink,,,,,
pandu,drive,,,,,
pandu ke,drive to / drive by,,,,,
singgah,drop by,,,,,
makan,eat,,,,,
masuk,enter,,,,,
padam,erase,,,,,
alami,experience,,,,,
terangkan,explain,,,,,
teroka / jajah,explore,,,,,
gagal,fail,,,,,
isikan,"fill out, fill up",,,,,
cari,find,,,,,
tamat / selasai / habis,finish,,,,,
pancing ikan,fish,,,,,
terbang,fly,,,,,
ikut,follow,,,,,
larang,forbid,,,,,
lupa,forget,,,,,
maafkan,forgive,,,,,
dapat,get,,,,,
bagi / beri,give,,,,,
pulangkan,give back,,,,,
bagi hadiah,give a gift,,,,,
pergi,go (or leave),,,,,
pulang ke rumah,go back home,,,,,
pulang ke,go back to,,,,,
turun,go down,,,,,
pergi jalan,go for a walk,,,,,
pergi tidur,go to bed,,,,,
naik atas,go up,,,,,
pergi keluar,go out,,,,,
pergi ke pasar,go to wet market,,,,,
jemput,invite,,,,,
lompat,jump,,,,,
minum,have a drink,,,,,
makan sarapan,have breakfast,,,,,
makan malam,have dinner,,,,,
makan tengahari,have lunch,,,,,
cium,kiss,,,,,
cium hello,kiss hello,,,,,
ketawa,laugh,,,,,
belajar,learn,,,,,
pergi,leave,,,,,
suka,like,,,,,
dengar,listen,,,,,
tinggal,live,,,,,
cari,look for,,,,,
hilang,lose,,,,,
hilang berat badan,lose weight,,,,,
cinta / sayang,love,,,,,
buat panggilan,make a call,,,,,
buat komplain,make a complaint,,,,,
buat hadiah,make a gift,,,,,
buat rancangan,make plans,,,,,
urus / kendali,manage,,,,,
jumpa,meet,,,,,
hafal / ingat,memorize,,,,,
campur,mix,,,,,
rindu,miss,,,,,
pindah masuk,move in,,,,,
pindah keluar,move out,,,,,
pesan,order,,,,,
punya,own,,,,,
bungkus,pack ,,,,,
hantar,pass,,,,,
bayar,pay,,,,,
beri perhatian,pay attention,,,,,
parti,party,,,,,
ambil seseorang,pick up someone,,,,,
jemput seseorang,invite someone,,,,,
main,play,,,,,
sembayang,pray,,,,,
letak,put,,,,,
baca,read,,,,,
cadangkan,recommend,,,,,
buat lagi,redo,,,,,
sewa,rent,,,,,
mula lagi,restart,,,,,
simpan duit,save money,,,,,
kata/cakap,say,,,,,
lihat/tenggok,see,,,,,
jual,sell,,,,,
hantar,send,,,,,
tunjuk,show,,,,,
nanyi,sing,,,,,
tidur,sleep,,,,,
bangun lambat,wake up late,,,,,
senyum,smile,,,,,
cakap,speak,,,,,
habiskan masa,spend time,,,,,
berdiri,stand,,,,,
mula,start,,,,,
tinggal,stay,,,,,
belajar,study,,,,,
belajar di,study at,,,,,
belajar undang-undang,study law,,,,,
belajar piano,studio piano,,,,,
layar internet,surf internet,,,,,
berenang,swim,,,,,
ambil,take,,,,,
ambil semula,take again,,,,,
tidur sekejap,take a nap,,,,,
pergi bercuti,make a trip,,,,,
rasa,taste,,,,,
ajar,teach,,,,,
beritahu,tell,,,,,
berterima kasih,thank,,,,,
fikir,think,,,,,
pergi jalan jauh,travel,,,,,
kembara,travel,,,,,
cuba,try,,,,,
pusing,turn,,,,,
guna,use,,,,,
menang/dapat,win/earn,,,,,
lawat sebuah tempat,visit a place,,,,,
lawat seseorang,visit someone,,,,,
tengok tv / tonton tv,watch tv,,,,,
kerja,work,,,,,
tulis,write,,,,,
sombong,arrogant,,,,,
dibenarkan,allowed,,,,,
mengjengkelkan,annoying,,,,,
jahat,bad,,,,,
cantik,"beautiful, pretty",,,,,
lebih baik,better,,,,,
besar,big,,,,,
baru,brand new,,,,,
berani,brave,,,,,
membosankan,boring,,,,,
sibuk,busy,,,,,
memikat,charming,,,,,
bersih,clean,,,,,
sejuk,cold,,,,,
memudahkan,convenient,,,,,
betul,correct,,,,,
selesa,cozy,,,,,
penakut,coward,,,,,
gila,crazy,,,,,
comel,cute,,,,,
sedap,delicious,,,,,
berbeza,different,,,,,
susah,difficult,,,,,
kotor,dirty,,,,,
tidak jujur,dishonest,,,,,
senang,easy,,,,,
awal,early,,,,,
cekap,efficient,,,,,
kosong,empty,,,,,
bertenaga,energetic,,,,,
mahal,expensive,,,,,
tiruan,"fake, false",,,,,
terkenal,famous,,,,,
ranggi,fashionable,,,,,
jauh,far,,,,,
fat,gemuk,,,,,
rata,flat,,,,,
dilarang,forbidden,,,,,
lapang,free,,,,,
percuma,free of charge ,,,,,
peramah,friendly,,,,,
penuh,full,,,,,
kelakar,funny,,,,,
pemurah,generous,,,,,
murah,good deal,,,,,
berkualiti,good taste / quality,,,,,
keras,hard,,,,,
kuat kerja,hard working,,,,,
gembira,happy,,,,,
sihat,healthy,,,,,
jujur,honest,,,,,
panas / suam,hot / warm,,,,,
besar,huge,,,,,
rendah diri,humble,,,,,
lapar,hungry,,,,,
Terburu-buru,impatient,,,,,
tidak sopan,impolite,,,,,
salah,incorrect,,,,,
menakjubkan,incredible,,,,,
cuai,inefficient,,,,,
menarik,interesting,,,,,
periang,joyful,,,,,
baik hati,kind ,,,,,
lambat,late,,,,,
pemalas,lazy,,,,,
panjang,long,,,,,
dekat,near,,,,,
baru,new,,,,,
bising,noisy,,,,,
normal,normal,,,,,
tidak sedia,not ready,,,,,
digunakan,occupied,,,,,
lama,"old, ancient",,,,,
fesyen lama,old fashioned,,,,,
tepat waktu,on time,,,,,
biasa,ordinary,,,,,
sabar,patient,,,,,
barbayar,payable,,,,,
menyenagkan,pleasant,,,,,
miskin,poor,,,,,
berbudi bahasa,polite,,,,,
senyap,quiet,,,,,
sedia,ready,,,,,
kaya,rich,,,,,
kasar,rude,,,,,
sedih,sad,,,,,
pendek,short,,,,,
pemalu,shy,,,,,
sakit,sick,,,,,
mudah,simple,,,,,
mengantuk,sleepy,,,,,
kurus,slim,,,,,
kecil,"small, short",,,,,
bergaya,stylish,,,,,
lembut,soft,,,,,
kuat,strong,,,,,
manis,sweet,,,,,
banyak cakap,talkative,,,,,
tinggi,tall,,,,,
tawar,tasteless,,,,,
dahsyat,terrible,,,,,
dahaga,thirsty,,,,,
kecil,tiny,,,,,
penat,tired,,,,,
benar,“true”,,,,,
buruk,ugly,,,,,
tidak terkenal,unknown,,,,,
lemah,weak,,,,,
pelik / ganjil,weird,,,,,
bagus,well done,,,,,
menakjubkan,wonderful,,,,,
lebih teruk,worse,,,,,
muda,young,,,,,
dalam,in,,,,,
dekat,near,,,,,
kanan,on the right,,,,,
jauh ,far from,,,,,
antara ,between,,,,,
atas,on top,,,,,
tanpa,without,,,,,
bawah,under,,,,,
depan,in front of,,,,,
terus,straight,,,,,
belakang,behind,,,,,
kiri,on the left,,,,,
sebab / kerana,because,,,,,
serta,together,,,,,
sejak,since,,,,,
di sana,there,,,,,
di sini,here,,,,,
oleh ,by,,,,,
melalui,through,,,,,
semasa,during,,,,,
selepas,after,,,,,
sebelah,beside,,,,,
belum,not yet,,,,,
tadi,just now,,,,,
sudah,already,,,,,
segera,immediately,,,,,
mungkin,maybe,,,,,
juga,too/also,,,,,
selalu,always,,,,,
tidak pernah,never,,,,,
kadang-kadang,sometimes,,,,,
sampai,until,,,,,
pada,at…,,,,,
pada pukul ,at + time…,,,,,
sedang,in the middle of,,,,,
Isnin depan,next Monday,,,,,
Selasa depan,next Tuesday,,,,,
minggu depan,next week,,,,,
dalam masa satu jam,in one hour time,,,,,
dalam masa dua hari,in two days,,,,,
hujung minggu depan ,next weekend,,,,,
dalam masa dua minggu,in two weeks,,,,,
bulan depan,next month,,,,,
dalam masa dua bulan,in two months,,,,,
tahun ini,this year,,,,,
tahun depan,next year,,,,,
dalam masa dua tahun ,in two years,,,,,
masa depan,next time,,,,,
baru-baru ini,recently,,,,,
dulu,last time,,,,,
lima minit tadi,five minutes ago,,,,,
tiga hari lepas,three days ago,,,,,
dua tahun lepas,two years ago,,,,,
malam semalam,last night,,,,,
Isnin lepas,last Monday,,,,,
minggu lepas,last week,,,,,
januari lepas,last January,,,,,
tahun lepas,last year,,,,,
bulan lepas,last month,,,,,
minggu lepas,last week,,,,,
hujung minggu lepas,last weekend,,,,,
semalam ,yesterday,,,,,
pagi semalam,yesterday morning,,,,,
tengah hari semalam ,yesterday afternoon,,,,,
malam semalam,yesterday evening,,,,,
pada suatu masa dulu,a long time ago,,,,,
pada masa lama,for a long time,,,,,
bulan januari lepas,last January,,,,,
Hari Raya lepas,last Hari Raya,,,,,
secepat mungkin,asap,,,,,
sekarang,now,,,,,
nanti,later,,,,,
selepas ini,after this,,,,,
pagi ini,this morning,,,,,
tenga hari ini,this mid-day/afternoon,,,,,
petang ini,this evening,,,,,
malam ini,this night,,,,,
minggu ini,this week,,,,,
bulan ini,this month,,,,,
hari ini,today,,,,,
esok,tomorrow,,,,,
lusa,the day after tomorrow,,,,,
semalam ,yesterday,,,,,
kelmarin,the day before yesterday,,,,,
pagi esok,tomorrow morning,,,,,
tenga hari esok,tomorrow afternoon,,,,,
malam esok,tomorrow night,,,,,
pada tengah hari ,at noon,,,,,
pada pukul tiga,at three o’clock,,,,,
pada tengah malam,at midnight,,,,,
pada hari Isnin,on Monday,,,,,
pada hari Selasa,on Tuesday,,,,,
musim sejuk,winter,,,,,
musim luruh,autumn,,,,,
musim bunga,spring,,,,,
musim panas,summer,,,,,
musim hujan,rainy season,,,,,
setiap Jumaad,on Fridays,,,,,
setiap Ahad,on Sundays,,,,,
Isnin depan,next Monday,,,,,
selalunya,usually,,,,,
kerap,often,,,,,
sekali-sekala,from time to time,,,,,
kadang-kadang,sometimes,,,,,
setiap hari,every/each day,,,,,
setiap pagi,every morning,,,,,
setiap tengah hari,every afternoon,,,,,
setiap petang,every evening,,,,,
setiap malam,every night,,,,,
setiap tahun,every year,,,,,
setiap bulan,every month,,,,,
setiap hujung minggu,every weekend,,,,,
pagi,morning,,,,,
tengah hari,midday/afternoon,,,,,
petang,evening,,,,,
malam,night,,,,,
hujung minggu,weekend,,,,,
hari kerja,weekdays (working days),,,,,
Hari ini hari apa?,What day is today?,,,,,
Hari ini hari Sabtu,Today is Saturday,,,,,
Apa tarikh hari ini?,What is the date today?,,,,,
stesen LRT,LRT station,,,,,
perhentian bas,bus stop,,,,,
kaunter tiket,ticket counter,,,,,
tiket,ticket,,,,,
satu hala,a single ticket,,,,,
dua hala,a return ticket,,,,,
kastam,customs,,,,,
kereta,car,,,,,
motosikal,motorbike,,,,,
lori,lorry,,,,,
bas,bus,,,,,
teksi,taxi,,,,,
monorel,monorail,,,,,
basikal,bicycle,,,,,
kereta api,train,,,,,
kapal terbang,airplane,,,,,
kapal,ship,,,,,
feri,ferry,,,,,
ke Eropa,to Europe,,,,,
ke Perancis,to France,,,,,
ke Sepanyol,to Spain,,,,,
ke England,to England,,,,,
ke Jerman,to Germany,,,,,
ke Itali,to Italy,,,,,
ke Asia,to Asia,,,,,
ke Malaysia,to Malaysia,,,,,
ke Negara Thai,to Thailand,,,,,
ke Singapura,to Singapore,,,,,
ke Indonesia,to Indonesia,,,,,
ke Hong Kong,to Hong Kong,,,,,
ke Jepun,to Japan,,,,,
ke Canada,to Canada,,,,,
ke Amerika Syarikat,to the USA,,,,,
hai,hi,,,,,
selamat pagi,good morning,,,,,
selamat malam,good night,,,,,
selamat sejahtera,greetings,,,,,
apa khabar?,how are you?,,,,,
"khabar baik, terima kasih","I am good, thank you",,,,,
awak pula?,and you?,,,,,
boleh tahan,just OK,,,,,
tidak berapa baik,not very good,,,,,
tidak berapa sihat,not very well,,,,,
sakit sedikit,a bit sick,,,,,
"baiklah, saya perlu pergi sekarang","well, I have to go now",,,,,
jumpa lagi,see you later,,,,,
jumpa esok,see you tomorrow,,,,,
maafkan saya,excuse me,,,,,
saya minta,I’m sorry,,,,,
maaf?,pardon me?,,,,,
tolong,please,,,,,
terima kasih,thank you,,,,,
sama-sama,you’re welcome,,,,,
tiada masalah / tidak apa,no problem,,,,,
ya,yes,,,,,
tidak,no,,,,,
sedikit,a little,,,,,
tentu/pasti/baiklah,sure,,,,,
setuju,ok,,,,,
boleh cakap perlahan sedikit?,"can you speak more slowly, please?",,,,,
saya tidak faham,I don’t understand,,,,,
saya tidak tahu,I don’t know,,,,,
awak cakap Bahasa Inggeris?,do you speak English?,,,,,
Bahasa Melaya awak sungguh baik,your Malay is very good,,,,,
Ini Puan Faizeleen,this is Ms. Faizeleen,,,,,
selamat berkenalan,nice to meet you,,,,,
awak kenal Dayang Fai?,do you know Dayang Fai?,,,,,
nama awak siapa?,what’s your name?,,,,,
nama saya Chris,my name is Chris,,,,,
saya Chris,I am Chris,,,,,
mari jumpa kawan-kawan saya,I’d like you to meet some of my friends,,,,,
seronok jumpa awak,It was nice meeting you,,,,,
awak datang dari mana?,where are you from?,,,,,
saya dari negara Belanda,I am from the Netherlands,,,,,
awak orang negara Belanda?,are you Dutch?,,,,,
"ya, dari Amsterdam","yes, I’m from Amsterdam",,,,,
"tidak, saya orang Kanada","No, I’m Canadian",,,,,
berapa lama awak tinggal di sini?,how long are you staying?,,,,,
dua minggu,two weeks,,,,,
"dua, tiga hari",just a few days (2 or 3 days),,,,,
sebulan,one month,,,,,
setahun,one year,,,,,
awak gembira di sini?,how do you like it here?,,,,,
saya suka tempat ini,I love it here,,,,,
saya suka/gembira,it’s great,,,,,
tempat ini lain daripada yang lain,it’s different from other places,,,,,
apa yang awak buat untuk berhibur?,what do you do for fun?,,,,,
saya suka mendaki,I like to go hiking,,,,,
saya suka melancong,I love to travel,,,,,
saya dengar muzik,I listen to music,,,,,
muzik macam mana yang awak suka,what kind of music do you like?,,,,,
saya suka semuanya kecuali opera,I like all music except opera,,,,,
saya sangkat suka jazz,I really like jazz,,,,,
awak suka sukan?,do you like sports?,,,,,
saya suka main tenis,I like to play tennis,,,,,
betulkah?,really?,,,,,
menarik bunyinya,that sounds great,,,,,
tak apalah,too bad,,,,,
saya juga/pun,me too,,,,,
awak seorang pelajar,are you a student?,,,,,
apa yang awakj belajar?,what are you studying?,,,,,
saya belajar di sekolah undang-undang,I’m in law school,,,,,
saya belajar jurusun perniagaan ,I’m a business major,,,,,
awak kerja apa,what do you do?,,,,,
saya seorang jurutera,I’m an engineer,,,,,
saya kerja dengan komputer,I work with computers,,,,,
saya jaga tiga orang anak saya,I take care of my three children,,,,,
saya seorang model,I am a model,,,,,
awak sungguh cantik,you’re very beautiful,,,,,
awak suka kerja awak?,do you like your job?,,,,,
"ya, saya sangat suka","yes, it’s great",,,,,
"tidak, tak sangat. Membosankan",Not really...it’s boring,,,,,
macam biasa sahaja,it’s like usual (nothing special),,,,,
siapa tu?,who is that?,,,,,
itu Ketua Pegawai Eksekutif syarikat,That is the CEO of the company,,,,,
"itu kawan saya, Fai","that’s my friend, Fai",,,,,
awak mahu keluar dengan saya nanti?,would you like to go out some time?,,,,,
awak lapang ada masa esok?,how about tomorrow?,,,,,
mari pergi makan?,let’s go get something to eat,,,,,
awak nak main tenis bila-bila ada masa?,would you like to play tennis sometime?,,,,,
awak mahu minum sesuata?,would you like something to drink?,,,,,
secawan kopi,"a cup of coffee, please",,,,,
awak ingin minum apa?,what would you like to drink?,,,,,
saya mahu bir,"I’d like a beer, please",,,,,
awak dahaga?,are you thirsty?,,,,,
"tidak, tetapi saya lapar","no, but I’m hungry",,,,,
saya tidak mahu apa-apa,nothing for me,,,,,
awak sudah berkahwin?,are you married?,,,,,
"belum, saya bujang","no, I’m single",,,,,
"sudah, dan kami sanghar bahagia","yes, and very happily",,,,,
awak ada anak?,do you have children?,,,,,
awak ada adik-beradik?,do you have any brothers and sisters?,,,,,
"ya, saya ada seorang anak perempuan","yes, a daughter",,,,,
"tidak, mungkin satu hari nanti","no, but I’d like to someday",,,,,
saya ada seorang adik perempuan,I have a younger sister,,,,,
sudah berapa lama di Malaysia?,how long have you been in Malaysia?,,,,,
saya suda dua minggu di sini,I have been here for 2 weeks,,,,,
berpa lama anda di Malaysia?,how long will you stay in Malaysia?,,,,,
saya akan berada di Malaysia se bulan,I will be in Malaysia for 1 month,,,,,
sudah ke mana?,where have you been so far?,,,,,
saya sudah ke Penang dan Ipoh,I have been in Penang and Ipoh,,,,,
sudah ke Malacca?,Have you been to Malacca?,,,,,
anda cuti di sini?,are you on holiday?,,,,,
saya di sini untuk bercuti,I am here for holiday,,,,,
saya di sini untuk bekerja,I am here for business,,,,,
saya di sini untuk belajar ,I am here for study,,,,,
adakah kamu suka di sini?,do you like it here?,,,,,
"ya, saya sangat suka di dini","yes, I like it a lot here",,,,,
boleh kamu makan makanan pedas?,can you eat spicy food?,,,,,
"tidak, saya tak suka makanan pedas?","No, I don’t like spicy food",,,,,
siapa nama kamu?,what is your name?,,,,,
nama saya Chris,my name is chris,,,,,
umur kamu berapa?,how old are you?,,,,,
umur saya tiga puluh lima tahun,I am 35 years old,,,,,
saya berasal dari Belanda,I come from the Netherlands,,,,,
kamu tinggal di mana?,where do you live?,,,,,
saya tinggal di Kuala Lumpur,I live in Kuala Lumpur,,,,,
kamu orang mana?,which nationality are you?,,,,,
saya orang Belanda,I am Dutch,,,,,
kamu belajar di mana?,where do you study?,,,,,
saya belajar di Universiti Windesheim,I study at Windesheim university,,,,,
kamu ada berapa adik-beradik?,how many siblings do you have?,,,,,
saya ada tiga adik-beradik,I have three siblings,,,,,
siapakah nama ibu bapa kamu?,what are your parents names?,,,,,
nama ayah saya Onno dan ibu saya Christa,my father’s name is Onno and my mother’s name is Christa,,,,,
kamu sudah berkahwin?,are you married?,,,,,
"ya, sudah, dan saya ada dua anak","yes, already, and I have two kids",,,,,
"tidak, saya masih bujang","no, I am still single",,,,,
apakah nomber telefon kamu?,what is your phone number?,,,,,
apakah pekerjaan kamu?,what’s your occupation?,,,,,
saya seorang pengurus marketing,I am a marketing manager,,,,,
kamu suka makan apa?,what do you like to eat?,,,,,
saya suka makan pan mee,I like to eat pan mee,,,,,
kamu ada binatang peliharaan di rumah kamu?,do you have pets at home?,,,,,
"ya, saya ada seekor kucing","yes, I have a cat",,,,,
kamu tinggal di rumah teres atau apartmen?,do you stay at a terrace house or an apartment?,,,,,
